Key,Type,Desc,English,Italian,Verify
TutorialDialogues_T1_ConnectWatchtower,Text,,"Looks good! Now you need to connect your <bd>Watchtower</bd> to the network with <lr>Roads</lr> and <lr>Paths</lr>.
You can quick select different build modes by using hotkeys <hotkey>[1]</hotkey> to <hotkey>[9]</hotkey>.
You can also remove buildings, roads and paths using the Destroy tool in the bottom right. Be careful what you remove though as it can disrupt your colony!","Niente male! Ora devi connettere la tua <bd>Torre di Guardia</bd> alla rete stradale con <lr>Strade</lr> e <lr>Sentieri</lr>.
Puoi selezionare velocemente le varie modalità di costruzione utilizzando i tasti da <hotkey>[1]</hotkey> a <hotkey>[9]</hotkey>.
Puoi anche rimuovere edifici, strade e sentieri utilizzando lo strumento Distruggi in basso a destra. Stai attento a cosa rimuovi, potresti distruggere la tua colonia!",
TutorialDialogues_T1_ExplainConstructionPanel,Text,,"In this construction panel the arrows tell you which resources the building produces and the resources required to do so.
It also shows you the construction materials and how long construction will take.","In questo pannello costruzione le frecce ti dicono che risorse l'edificio produce e che risorse sono necessarie.
Ti mostra anche i materiali di costruzione e quanto impiegherà la costruzione.",
TutorialDialogues_T1_ExplainEntityConstruction,Text,,Good! Your <bd>Lumberjack Hut</bd> needs <it>Logs</it> for it to be constructed though.You can see there is an outstanding demand for <it>Logs</it> by the icon on the building and the red icons in the bottom left of the screen.Click on the flashing <it>Logs</it> icon on the <bd>Lumberjack Hut</bd> building.,Bene! La tua <bd>Capanna del Taglialegna</bd> ha bisogno di <it>Tronchi</it> per essere costruita. Puoi vedere che c'è una richiesta di <it>Tronchi</it> dall'icona sull'edificio e dalle icone rosse in basso a sinistra. Clicca sull'icona evidenziata di <it>Tronchi</it> sulla <bd>Capanna del Taglialegna</bd>.,
TutorialDialogues_T1_ExplainEntityConstructionPanel,Text,,"This panel tells you the construction progress and how many resources are needed.
The red circle on the <it>Logs</it> icon means that this <bd>Lumberjack Hut</bd> immediately needs <it>Logs</it> for construction of the building.","Questo pannello ti dice il progresso della costruzione e quante risorse sono necessarie.
Il cerchio rosso sui <it>Tronchi</it> significa che questa <bd>Capanna del Taglialegna</bd> ha un bisogno immediato di <it>Tronchi</it> per costruire questo edificio.",
TutorialDialogues_T1_ExplainEntityProductionPanel1,Text,,"The production panel of a building tells you the needs, status and current output of a building.
Some bots, such as Lumberbots, need extra power to carry out their job.","Il pannello produzione di un edificio ti dice le necessità, lo stato e l'output corrente dell'edificio. 
Alcuni bot, come il BotTaglialegna, hanno bisogno di energia extra per continuare il loro lavoro.",
TutorialDialogues_T1_ExplainEntityProductionPanel2,Text,,"This extra power is provided by the <it>Energy</it> resource.
This panel tells you that the Lumberbot needs one Level 1 <it>Energy</it> resource per day to keep working.","Questa energia extra è fornita dalla risorsa <it>Energia</it>.
Questo pannello ti dice che il BotTaglialegna ha bisogno di una unità di <it>Energia</it> Livello 1 al giorno per continuare a lavorare.",
TutorialDialogues_T1_ExplainFood,Text,,"The other <bd>Residence</bd> need was <cat>Food</cat>. This means <it>Fish</it>, <it>Meat</it> or <it>Vegetables</it>.","L'altra necessità della <bd>Residenza</bd> era <cat>Cibo</cat>. Questo significa <it>Pesce</it>, <it>Carne</it> o <it>Verdure</it>.",
TutorialDialogues_T1_ExplainPaths,Text,,"Buildings also don't need to be placed directly on <lr>Roads</lr>. They can be connected to a <lr>Road</lr> by a <lr>Path</lr>.
<lr>Paths</lr> are secondary routes that allow a building's Stackbot to reach a road post. This allows you to be more flexible with your building and road placement.","Gli edifici non hanno bisogno di essere piazzati direttamente sulle <lr>Strade</lr>. Possono essere connessi ad una <lr>Strada</lr> utilizzando un <lr>Sentiero</lr>.
I <lr>Sentieri</lr> sono strade secondarie che permettono al BotImpilatore di un edificio di raggiungere un PaloStradale. Questo ti permette più flessibilità su dove piazzare gli edifici e le strade.",
TutorialDialogues_T1_ExplainResidenceConstructionPanel,Text,,"This panel now tells you how much <it>Energy L1</it> this <bd>Residence</bd> can generate and which resources are needed to do so.
The Level 1 <bd>Residence</bd> turns one <it>Water</it> and one <cat>Food</cat> resource into one <it>Energy L1</it>.","Questo pannello ora ti dice quante <it>Energia L1</it> questa <bd>Residenza</bd> può generare e che risorse sono necessarie.
Questa <bd>Residenza</bd> Livello 1 trasforma una unità di <it>Acqua</it> e una di <cat>Cibo</cat> in una unità di <it>Energia L1</it>.",
TutorialDialogues_T1_ForestryAllocateTiles_TaskAllocate,Text,,Allocate 10 Forestry tiles,Seleziona 10 caselle per la Guardia Forestale,
TutorialDialogues_T1_ForestryPlantTrees,Text,,"You control where the Treebot plants their trees.
Follow the yellow alert icons on the <bd>Forestry</bd> building and allocate some tiles for planting.","Controlli tu dove il BotForestale pianta gli alberi.
Segui l'icona gialla di avviso sull'edificio della <bd>Guardia Forestale</bd> per assegnare le caselle in cui piantare gli alberi.",
TutorialDialogues_T1_ForestryPlantTreesComplete,Text,,Well done! This means you won't run out of trees for Lumberbots to create <it>Logs</it> out of.,Ben fatto! Ora non finirai gli alberi che i BotTaglialegna utilizzano per ottenere <it>Tronchi</it>.,
TutorialDialogues_T1_Intro1,Text,,"At last, terra firma!
We have finally reached a habitable planet and we can set our wheels to ground.","Finalmente, terraferma!
Abbiamo finalmente raggiungo un pianeta abitabile e possiamo mettere le ruote a terra.",
TutorialDialogues_T1_Intro2,Text,,"You are Dronebot <name> and are in charge of colony operations.
This looks like a good island to test our anthrobotic systems.","Tu sei il BotDrone <name> e sei incaricato delle operazioni della colonia.
Questa sembra una buona isola per testare il nostro sistema umanoide.",
TutorialDialogues_T1_KeyboardControls,Text,,While your crew are unloading your few starting resources here are some basics:,Mentre il tuo equipaggio scarica le risorse iniziali eccoti le basi dei comandi:,
TutorialDialogues_T1_KeyboardControls_TaskPan,Text,,Pan the camera using <hotkey>[W]</hotkey><hotkey>[A]</hotkey><hotkey>[S]</hotkey><hotkey>[D]</hotkey>.,Muovi la visuale utilizzando <hotkey>[W]</hotkey><hotkey>[A]</hotkey><hotkey>[S]</hotkey><hotkey>[D]</hotkey>.,
TutorialDialogues_T1_KeyboardControls_TaskRotate,Text,,Rotate the camera using <hotkey>[Q]</hotkey><hotkey>[E]</hotkey>.,Ruota la visuale utilizzando <hotkey>[Q]</hotkey><hotkey>[E]</hotkey>.,
TutorialDialogues_T1_LumberjackHutConstructionComplete,Text,,The <bd>Lumberjack Hut</bd> is complete! Now the <bd>Colony Ship</bd> will print a Lumberbot and they will head to the new building.,Questa <bd>Capanna del Taglialegna</bd> è ora completa! Ora la <bd>Nave della Colonia</bd> stamperà un BotTaglialegna che si dirigerà verso la nuova costruzione.,
TutorialDialogues_T1_LumberjackHutWaitForBot,Text,,"The Lumberbot has arrived and has headed off to work! You may have noticed that another resource was delivered to the <bd>Lumberjack Hut</bd>.
Click on your new <bd>Lumberjack Hut</bd> building to find out more.","Il BotTaglialegna è arrivato e si è diretto al lavoro! Potresti aver notato che un'altra risorsa è stata consegnata alla <bd>Capanna del Taglialegna</bd>.
Clicca sulla tua nuova <bd>Capanna del Taglialegna</bd> per saperne di più.",
TutorialDialogues_T1_MouseControls,Text,,You can also use your mouse to move around:,Puoi sempre utilizzare il mouse per guardarti attorno:,
TutorialDialogues_T1_MouseControls_TaskPan,Text,,<hotkey>Right-click</hotkey> and drag to move about the world as well as move the mouse to the edge of screen.,"<hotkey>Click-destro</hotkey> e trascina per muoverti per il mondo, oppure trascina il mouse al bordo dello schermo.",
TutorialDialogues_T1_MouseControls_TaskTilt,Text,,Hold and drag the <hotkey>middle mouse button</hotkey> to rotate and tilt the camera.,Tieni premuto e trascina <hotkey>Pulsante centrale mouse</hotkey> per ruotare e inclinare la visuale.,
TutorialDialogues_T1_MouseControls_TaskZoom,Text,,Use the <hotkey>mouse wheel</hotkey> to zoom.,Utilizza la <hotkey>rotella del mouse</hotkey> per zoomare.,
TutorialDialogues_T1_PlaceFishingHut,Text,,"You can use <hotkey>[F]</hotkey> to flip a building's orientation.
Use <hotkey>[F]</hotkey> to flip and <hotkey>[R]</hotkey> to rotate to build a <bd>Fishing Hut</bd> on the highlighted location.","Ora puoi utilizzare <hotkey>[F]</hotkey> per specchiare un edificio.
Utilizza <hotkey>[F]</hotkey> per capovolgere e <hotkey>[R]</hotkey> per ruotare per costruire una <bd>Capanna da Pesca</bd> sulle caselle evidenziate.",
TutorialDialogues_T1_PlaceLumberjackHut,Text,,"You're in the build mode, so place the <bd>Lumberjack Hut</bd> on the highlighted tiles near your Colony Ship.","Sei in modalità costruzione, quindi piazza la <bd>Capanna del Taglialegna</bd> sulle caselle evidenziate vicino alla tua Nave della Colonia.",
TutorialDialogues_T1_PlaceResidence,Text,,You can rotate a building when you're placing it. Rotate using <hotkey>[R]</hotkey> and match the <bd>Residence</bd> to the highlighted tiles.,Puoi ruotare un edificio mentre lo stai piazzando. Ruotalo utilizzando <hotkey>[R]</hotkey> in modo da far combaciare la <bd>Residenza</bd> con le caselle evidenziate.,
TutorialDialogues_T1_ResourceClickOverview,Text,,Click the highlighted tab to go to the <it>Logs</it> overview panel.,Clicca la scheda evidenziata per andare al pannello riassuntivo dei <it>Tronchi</it>.,
TutorialDialogues_T1_ResourceCloseOverview,Text,,"First, close the resource panel by <hotkey>right-clicking</hotkey> anywhere inside the panel or by using the 'x' button.","Per prima cosa, chiudi il pannello risorse facendo <hotkey>click-destro</hotkey> ovunque dentro il pannello o utilizzando il bottone 'x'.",
TutorialDialogues_T1_ResourceOverview,Text,,"This section tells you how many <it>Logs</it> you're producing and how many are in demand. This is a good panel to check whether you're producing enough of a resource.
<it>Logs</it> are an important construction material and your <bd>Colony Ship</bd> has a basic replicator which slowly produces <it>Logs</it> to ensure you never completely run out.
But you're going to need a lot more <it>Logs</it> so let's build a <bd>Lumberjack Hut</bd>.","Questa sezione ti dice quanti <it>Tronchi</it> stai producendo e quanta domanda c'è. Questo è un bel pannello per controllare se stai producendo abbastanza di una risorsa.
I <it>Tronchi</it> sono un importante materiale di costruzione e la tua <bd>Nave della Colonia</bd> ha un replicatore semplice che lentamente produce <it>Tronchi</it> per garantire che tu non li finisca mai del tutto.
Ma avrai bisogno di molti più <it>Tronchi</it> quindi costruiamo una <bd>Capanna del Taglialegna</bd>.",
TutorialDialogues_T1_ResourceStorage,Text,,"You have a few resources to get your colony up and running.
You can see how many of each resource you currently have in storage in the bottom left of the screen. Click the flashing <it>Logs</it> icon to open the resource info panel.","Hai alcune risorse per rendere operativa la tua colonia.
Puoi vedere la quantità disponibile nel deposito di ciascuna risorsa in basso a sinistra. Clicca l'icona lampeggiante dei <it>Tronchi</it> per aprire le informazioni sulla risorsa.",
TutorialDialogues_T1_ResourceStorage2,Text,,"The resource panel tells you how many <it>Logs</it> you currently have stored and how much that number has changed over the last day or week.
Below that is the list of buildings where the resources are stored.
So you currently have 16 <it>Logs</it> stored at your <bd>Colony Ship</bd>.","Il pannello risorsa ti dice quanti <it>Tronchi</it> hai attualmente e come il numero è cambiato nell'ultimo giorno o settimana.
Sotto, c'è la lista degli edifici in cui la risorsa è depositata.
Quindi, attualmente hai 16 <it>Tronchi</it> depositati presso la tua <bd>Nave della Colonia</bd>.",
TutorialDialogues_T1_RoadToLumberjackHut1,Text,,"You have some <it>Logs</it> at the <bd>Colony Ship</bd> but there is no route to your <bd>Lumberjack Hut</bd> yet as indicated by the yellow alert icon.
Resources move around your colony along <lr>Roads</lr>. Let's build one!
Select the <lr>Roads</lr> build mode in the bottom right of the screen.","Hai alcuni <it>Tronchi</it> alla <bd>Nave della Colonia</bd> ma non c'è nessuna strada verso la <bd>Capanna del Taglialegna</bd> come indicato dall'avviso giallo.
Le risorse si muovono attraverso la tua colonia utilizzando le <lr>Strade</lr>. Costruiamone una!
Seleziona la modalità di costruzione <lr>Percorsi</lr> in basso a destra dello schermo.",
TutorialDialogues_T1_RoadToLumberjackHut2,Text,,"Roads can only be started from existing road posts.
<hotkey>Click</hotkey> on the blue road post outside the <bd>Colony Ship</bd> and then <hotkey>click</hotkey> on the next highlighted tile.","Le strade possono iniziare soltanto dai pali stradali esistenti.
<hotkey>Clicca</hotkey> sul palo stradale blu fuori dalla <bd>Nave della Colonia</bd> e poi <hotkey>clicca</hotkey> sulla casella evidenziata.",
TutorialDialogues_T1_RoadToLumberjackHut3,Text,,Got it! Roads can be between 4 and 6 tiles long. Build another <lr>Road</lr> to connect your <bd>Lumberjack</bd>.,Fatto! Le strade possono essere lunghe da 4 a 6 caselle. Costruisci un'altra <lr>Strada</lr> per collegare la tua <bd>Capanna del Taglialegna</bd>.,
TutorialDialogues_T1_RoadToLumberjackHut4,Text,,Great! Each <lr>Road</lr> has a Carrybot who moves resources between the posts at either end of the <lr>Road</lr> depending on where the resource needs to go.,Bene! Ogni <lr>Strada</lr> ha un BotTrasportatore che muove le risorse tra le due estremità della <lr>Strada</lr> a seconda di dove deve andare la risorsa.,
TutorialDialogues_T1_SpeedControls,Text,,You can increase and decrease the game speed in the top right of the screen or by using hotkeys:,Puoi aumentare e diminuire la velocità di gioco in alto a destra o utilizzando i tasti:,
TutorialDialogues_T1_SpeedControls_TaskButtons,Text,,Change game speed using buttons in top right of the screen.,Cambia velocità di gioco utilizzando i bottoni in alto a destra.,
TutorialDialogues_T1_SpeedControls_TaskPause,Text,,Pause and unpause the game using <hotkey>[Space]</hotkey>.,Pausa e riprendi il gioco utilizzando <hotkey>[Spazio]</hotkey>.,
TutorialDialogues_T1_SpeedControls_TaskSpeedUpDown,Text,,Change game speed using <hotkey>[Z]</hotkey> and <hotkey>[X]</hotkey>.,Cambia la velocità di gioco utilizzando <hotkey>[Z]</hotkey> e <hotkey>[X]</hotkey>.,
TutorialDialogues_T1_StoneDepositInfo,Text,,"<it>Stone</it> is used to build more advanced buildings.
You can mine this <nr>Stone Deposit</nr> with the <bd>Surface Mine</bd> but only once the deposit is inside your territory.","La <it>Pietra</it> è utilizzata per costruire edifici più avanzati.
Puoi estrarla ai <nr>Depositi di Pietra</nr> con la <bd>Miniera di Superficie</bd> ma solo una volta che il deposito è nel tuo territorio.",
TutorialDialogues_T1_SurfaceMineComplete,Text,,"Nice work! Your Minerbot will now head off and begin harvesting <it>Stone</it>.
You may have noticed that the <bd>Surface Mine</bd> also requires <it>Energy L1</it> to function.
Click on the <it>Energy L1</it> panel in the bottom left to check the colony's <it>Energy L1</it> demands.","Ben fatto! Il tuo BotMinatore ora si dirigerà ad estrarre <it>Pietra</it>.
Potresti aver notato che la <bd>Miniera di Superficie</bd> richiede anche <it>Energia L1</it> per funzionare.
Clicca sul pannello dell'<it>Energia L1</it> in basso a sinistra per controllare la domanda di <it>Energia L1</it>.",
TutorialDialogues_T1_TutorialComplete,Text,,Excellent! You have a functioning colony and your skills are looking promising!,Eccellente! Ora hai una colonia funzionante e le tue abilità sono promettenti!,
TutorialDialogues_T1_TutorialComplete2,Text,,"When you're ready, it's time to move onto somewhere with a bit more space...","Quando sei pronto, è il momento di spostarsi in un posto con più spazio...",
TutorialDialogues_T1_WaitForFishingHutConstruction,Text,,"The construction resources are now heading to the <bd>Fishing Hut</bd>.
Let's wait for construction for finish.","Questa risorsa di costruzione è diretta alla <bd>Capanna da Pesca</bd>.
Attendiamo che la costruzione sia terminata.",
TutorialDialogues_T1_WaitForLumberjackHutComplete,Text,,"Your Carrybots can now transport the <it>Logs</it> along the roads to the road post outside the <bd>Lumberjack Hut</bd>.
The Stackbot for the <bd>Lumberjack Hut</bd> will then pick up the resources and the Buildbot will then be able to construct the building.
Let's watch!","Il tuo BotTrasportatore può ora trasportare i <it>Tronchi</it> lungo la strada fino al palo stradale fuori dalla <bd>Capanna del Taglialegna</bd>.
Il BotImpilatore della <bd>Capanna del Taglialegna</bd> quindi prenderà le risorse e il BotCostruttore sarà pronto a costruire l'edificio.
Stiamo a vedere!",
